part_id,aya_index,part_no,part_text,part_text_full,hamza
5674,2846,2,يعبدونني لا يشركون بي شيئا,يَعْبُدُونَنِي لَا يُشْرِكُونَ بِي شَيْئًا,1
5675,2846,3,ومن كفر بعد ذٰلك فأولٰئك هم الفاسقون,وَمَن كَفَرَ بَعْدَ ذَٰلِكَ فَأُولَٰئِكَ هُمُ الْفَاسِقُونَ,
5676,2847,1,وأقيموا الصلاة وآتوا الزكاة وأطيعوا الرسول لعلكم ترحمون,وَأَقِيمُوا الصَّلَاةَ وَآتُوا الزَّكَاةَ وَأَطِيعُوا الرَّسُولَ لَعَلَّكُمْ تُرْحَمُونَ,
5677,2848,1,لا تحسبن الذين كفروا معجزين في الأرض,لَا تَحْسَبَنَّ الَّذِينَ كَفَرُوا مُعْجِزِينَ فِي الْأَرْضِ,1
5678,2848,2,ومأواهم النار,وَمَأْوَاهُمُ النَّارُ,
5679,2848,3,ولبئس المصير,وَلَبِئْسَ الْمَصِيرُ,
5680,2849,1,يا أيها الذين آمنوا ليستأذنكم الذين ملكت أيمانكم والذين لم يبلغوا الحلم منكم ثلاث مرات,يَا أَيُّهَا الَّذِينَ آمَنُوا لِيَسْتَأْذِنكُمُ الَّذِينَ مَلَكَتْ أَيْمَانُكُمْ وَالَّذِينَ لَمْ يَبْلُغُوا الْحُلُمَ مِنكُمْ ثَلَاثَ مَرَّاتٍ,
5681,2849,2,من قبل صلاة الفجر وحين تضعون ثيابكم من الظهيرة ومن بعد صلاة العشاء,مِّن قَبْلِ صَلَاةِ الْفَجْرِ وَحِينَ تَضَعُونَ ثِيَابَكُم مِّنَ الظَّهِيرَةِ وَمِن بَعْدِ صَلَاةِ الْعِشَاءِ,1
5682,2849,3,ثلاث عورات لكم,ثَلَاثُ عَوْرَاتٍ لَّكُمْ,
5683,2849,4,ليس عليكم ولا عليهم جناح بعدهن,لَيْسَ عَلَيْكُمْ وَلَا عَلَيْهِمْ جُنَاحٌ بَعْدَهُنَّ,
5684,2849,5,طوافون عليكم بعضكم علىٰ بعض,طَوَّافُونَ عَلَيْكُم بَعْضُكُمْ عَلَىٰ بَعْضٍ,
5685,2849,6,كذٰلك يبين الله لكم الآيات,كَذَٰلِكَ يُبَيِّنُ اللَّهُ لَكُمُ الْآيَاتِ,
5686,2849,7,والله عليم حكيم,وَاللَّهُ عَلِيمٌ حَكِيمٌ,
5687,2850,1,وإذا بلغ الأطفال منكم الحلم فليستأذنوا كما استأذن الذين من قبلهم,وَإِذَا بَلَغَ الْأَطْفَالُ مِنكُمُ الْحُلُمَ فَلْيَسْتَأْذِنُوا كَمَا اسْتَأْذَنَ الَّذِينَ مِن قَبْلِهِمْ,
5688,2850,2,كذٰلك يبين الله لكم آياته,كَذَٰلِكَ يُبَيِّنُ اللَّهُ لَكُمْ آيَاتِهِ,
5689,2850,3,والله عليم حكيم,وَاللَّهُ عَلِيمٌ حَكِيمٌ,
5690,2851,1,والقواعد من النساء اللاتي لا يرجون نكاحا فليس عليهن جناح أن يضعن ثيابهن غير متبرجات بزينة,وَالْقَوَاعِدُ مِنَ النِّسَاءِ اللَّاتِي لَا يَرْجُونَ نِكَاحًا فَلَيْسَ عَلَيْهِنَّ جُنَاحٌ أَن يَضَعْنَ ثِيَابَهُنَّ غَيْرَ مُتَبَرِّجَاتٍ بِزِينَةٍ,
5691,2851,2,وأن يستعففن خير لهن,وَأَن يَسْتَعْفِفْنَ خَيْرٌ لَّهُنَّ,
5692,2851,3,والله سميع عليم,وَاللَّهُ سَمِيعٌ عَلِيمٌ,
5693,2852,1,ليس على الأعمىٰ حرج ولا على الأعرج حرج ولا على المريض حرج ولا علىٰ أنفسكم أن تأكلوا من بيوتكم أو بيوت آبائكم أو بيوت أمهاتكم أو بيوت إخوانكم أو بيوت أخواتكم أو بيوت أعمامكم أو بيوت عماتكم أو بيوت أخوالكم أو بيوت خالاتكم أو ما ملكتم مفاتحه أو صديقكم,لَّيْسَ عَلَى الْأَعْمَىٰ حَرَجٌ وَلَا عَلَى الْأَعْرَجِ حَرَجٌ وَلَا عَلَى الْمَرِيضِ حَرَجٌ وَلَا عَلَىٰ أَنفُسِكُمْ أَن تَأْكُلُوا مِن بُيُوتِكُمْ أَوْ بُيُوتِ آبَائِكُمْ أَوْ بُيُوتِ أُمَّهَاتِكُمْ أَوْ بُيُوتِ إِخْوَانِكُمْ أَوْ بُيُوتِ أَخَوَاتِكُمْ أَوْ بُيُوتِ أَعْمَامِكُمْ أَوْ بُيُوتِ عَمَّاتِكُمْ أَوْ بُيُوتِ أَخْوَالِكُمْ أَوْ بُيُوتِ خَالَاتِكُمْ أَوْ مَا مَلَكْتُم مَّفَاتِحَهُ أَوْ صَدِيقِكُمْ,
5694,2852,2,ليس عليكم جناح أن تأكلوا جميعا أو أشتاتا,لَيْسَ عَلَيْكُمْ جُنَاحٌ أَن تَأْكُلُوا جَمِيعًا أَوْ أَشْتَاتًا,1
5695,2852,3,فإذا دخلتم بيوتا فسلموا علىٰ أنفسكم تحية من عند الله مباركة طيبة,فَإِذَا دَخَلْتُم بُيُوتًا فَسَلِّمُوا عَلَىٰ أَنفُسِكُمْ تَحِيَّةً مِّنْ عِندِ اللَّهِ مُبَارَكَةً طَيِّبَةً,
5696,2852,4,كذٰلك يبين الله لكم الآيات لعلكم تعقلون,كَذَٰلِكَ يُبَيِّنُ اللَّهُ لَكُمُ الْآيَاتِ لَعَلَّكُمْ تَعْقِلُونَ,
5697,2853,1,إنما المؤمنون الذين آمنوا بالله ورسوله وإذا كانوا معه علىٰ أمر جامع لم يذهبوا حتىٰ يستأذنوه,إِنَّمَا الْمُؤْمِنُونَ الَّذِينَ آمَنُوا بِاللَّهِ وَرَسُولِهِ وَإِذَا كَانُوا مَعَهُ عَلَىٰ أَمْرٍ جَامِعٍ لَّمْ يَذْهَبُوا حَتَّىٰ يَسْتَأْذِنُوهُ,1
5698,2853,2,إن الذين يستأذنونك أولٰئك الذين يؤمنون بالله ورسوله,إِنَّ الَّذِينَ يَسْتَأْذِنُونَكَ أُولَٰئِكَ الَّذِينَ يُؤْمِنُونَ بِاللَّهِ وَرَسُولِهِ,
5699,2853,3,فإذا استأذنوك لبعض شأنهم فأذن لمن شئت منهم واستغفر لهم الله,فَإِذَا اسْتَأْذَنُوكَ لِبَعْضِ شَأْنِهِمْ فَأْذَن لِّمَن شِئْتَ مِنْهُمْ وَاسْتَغْفِرْ لَهُمُ اللَّهَ,
5700,2853,4,إن الله غفور رحيم,إِنَّ اللَّهَ غَفُورٌ رَّحِيمٌ,
5701,2854,1,لا تجعلوا دعاء الرسول بينكم كدعاء بعضكم بعضا,لَّا تَجْعَلُوا دُعَاءَ الرَّسُولِ بَيْنَكُمْ كَدُعَاءِ بَعْضِكُم بَعْضًا,
5702,2854,2,قد يعلم الله الذين يتسللون منكم لواذا,قَدْ يَعْلَمُ اللَّهُ الَّذِينَ يَتَسَلَّلُونَ مِنكُمْ لِوَاذًا,
5703,2854,3,فليحذر الذين يخالفون عن أمره أن تصيبهم فتنة أو يصيبهم عذاب أليم,فَلْيَحْذَرِ الَّذِينَ يُخَالِفُونَ عَنْ أَمْرِهِ أَن تُصِيبَهُمْ فِتْنَةٌ أَوْ يُصِيبَهُمْ عَذَابٌ أَلِيمٌ,1
5704,2855,1,ألا إن لله ما في السماوات والأرض,أَلَا إِنَّ لِلَّهِ مَا فِي السَّمَاوَاتِ وَالْأَرْضِ,1
5705,2855,2,قد يعلم ما أنتم عليه ويوم يرجعون إليه فينبئهم بما عملوا,قَدْ يَعْلَمُ مَا أَنتُمْ عَلَيْهِ وَيَوْمَ يُرْجَعُونَ إِلَيْهِ فَيُنَبِّئُهُم بِمَا عَمِلُوا,
5706,2855,3,والله بكل شيء عليم,وَاللَّهُ بِكُلِّ شَيْءٍ عَلِيمٌ,
5707,2856,1,بسم الله الرحمٰن الرحيم تبارك الذي نزل الفرقان علىٰ عبده ليكون للعالمين نذيرا,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ تَبَارَكَ الَّذِي نَزَّلَ الْفُرْقَانَ عَلَىٰ عَبْدِهِ لِيَكُونَ لِلْعَالَمِينَ نَذِيرًا,
5708,2857,1,الذي له ملك السماوات والأرض ولم يتخذ ولدا ولم يكن له شريك في الملك وخلق كل شيء فقدره تقديرا,الَّذِي لَهُ مُلْكُ السَّمَاوَاتِ وَالْأَرْضِ وَلَمْ يَتَّخِذْ وَلَدًا وَلَمْ يَكُن لَّهُ شَرِيكٌ فِي الْمُلْكِ وَخَلَقَ كُلَّ شَيْءٍ فَقَدَّرَهُ تَقْدِيرًا,
5709,2858,1,واتخذوا من دونه آلهة لا يخلقون شيئا وهم يخلقون ولا يملكون لأنفسهم ضرا ولا نفعا ولا يملكون موتا ولا حياة ولا نشورا,وَاتَّخَذُوا مِن دُونِهِ آلِهَةً لَّا يَخْلُقُونَ شَيْئًا وَهُمْ يُخْلَقُونَ وَلَا يَمْلِكُونَ لِأَنفُسِهِمْ ضَرًّا وَلَا نَفْعًا وَلَا يَمْلِكُونَ مَوْتًا وَلَا حَيَاةً وَلَا نُشُورًا,
5710,2859,1,وقال الذين كفروا إن هٰذا إلا إفك افتراه وأعانه عليه قوم آخرون,وَقَالَ الَّذِينَ كَفَرُوا إِنْ هَٰذَا إِلَّا إِفْكٌ افْتَرَاهُ وَأَعَانَهُ عَلَيْهِ قَوْمٌ آخَرُونَ,
5711,2859,2,فقد جاءوا ظلما وزورا,فَقَدْ جَاءُوا ظُلْمًا وَزُورًا,
5712,2860,1,وقالوا أساطير الأولين اكتتبها فهي تملىٰ عليه بكرة وأصيلا,وَقَالُوا أَسَاطِيرُ الْأَوَّلِينَ اكْتَتَبَهَا فَهِيَ تُمْلَىٰ عَلَيْهِ بُكْرَةً وَأَصِيلًا,1
5713,2861,1,قل أنزله الذي يعلم السر في السماوات والأرض,قُلْ أَنزَلَهُ الَّذِي يَعْلَمُ السِّرَّ فِي السَّمَاوَاتِ وَالْأَرْضِ,1
5714,2861,2,إنه كان غفورا رحيما,إِنَّهُ كَانَ غَفُورًا رَّحِيمًا,
5715,2862,1,وقالوا مال هٰذا الرسول يأكل الطعام ويمشي في الأسواق ۙ لولا أنزل إليه ملك فيكون معه نذيرا,وَقَالُوا مَالِ هَٰذَا الرَّسُولِ يَأْكُلُ الطَّعَامَ وَيَمْشِي فِي الْأَسْوَاقِ ۙ لَوْلَا أُنزِلَ إِلَيْهِ مَلَكٌ فَيَكُونَ مَعَهُ نَذِيرًا,
5716,2863,1,أو يلقىٰ إليه كنز أو تكون له جنة يأكل منها,أَوْ يُلْقَىٰ إِلَيْهِ كَنزٌ أَوْ تَكُونُ لَهُ جَنَّةٌ يَأْكُلُ مِنْهَا,
5717,2863,2,وقال الظالمون إن تتبعون إلا رجلا مسحورا,وَقَالَ الظَّالِمُونَ إِن تَتَّبِعُونَ إِلَّا رَجُلًا مَّسْحُورًا,
5718,2864,1,انظر كيف ضربوا لك الأمثال فضلوا فلا يستطيعون سبيلا,انظُرْ كَيْفَ ضَرَبُوا لَكَ الْأَمْثَالَ فَضَلُّوا فَلَا يَسْتَطِيعُونَ سَبِيلًا,
5719,2865,1,تبارك الذي إن شاء جعل لك خيرا من ذٰلك جنات تجري من تحتها الأنهار ويجعل لك قصورا,تَبَارَكَ الَّذِي إِن شَاءَ جَعَلَ لَكَ خَيْرًا مِّن ذَٰلِكَ جَنَّاتٍ تَجْرِي مِن تَحْتِهَا الْأَنْهَارُ وَيَجْعَل لَّكَ قُصُورًا,
5720,2866,1,بل كذبوا بالساعة,بَلْ كَذَّبُوا بِالسَّاعَةِ,
5721,2866,2,وأعتدنا لمن كذب بالساعة سعيرا,وَأَعْتَدْنَا لِمَن كَذَّبَ بِالسَّاعَةِ سَعِيرًا,
5722,2867,1,إذا رأتهم من مكان بعيد سمعوا لها تغيظا وزفيرا,إِذَا رَأَتْهُم مِّن مَّكَانٍ بَعِيدٍ سَمِعُوا لَهَا تَغَيُّظًا وَزَفِيرًا,
5723,2868,1,وإذا ألقوا منها مكانا ضيقا مقرنين دعوا هنالك ثبورا,وَإِذَا أُلْقُوا مِنْهَا مَكَانًا ضَيِّقًا مُّقَرَّنِينَ دَعَوْا هُنَالِكَ ثُبُورًا,
5724,2869,1,لا تدعوا اليوم ثبورا واحدا وادعوا ثبورا كثيرا,لَّا تَدْعُوا الْيَوْمَ ثُبُورًا وَاحِدًا وَادْعُوا ثُبُورًا كَثِيرًا,
5725,2870,1,قل أذٰلك خير أم جنة الخلد التي وعد المتقون,قُلْ أَذَٰلِكَ خَيْرٌ أَمْ جَنَّةُ الْخُلْدِ الَّتِي وُعِدَ الْمُتَّقُونَ,
5726,2870,2,كانت لهم جزاء ومصيرا,كَانَتْ لَهُمْ جَزَاءً وَمَصِيرًا,
5727,2871,1,لهم فيها ما يشاءون خالدين,لَّهُمْ فِيهَا مَا يَشَاءُونَ خَالِدِينَ,
5728,2871,2,كان علىٰ ربك وعدا مسئولا,كَانَ عَلَىٰ رَبِّكَ وَعْدًا مَّسْئُولًا,1
5729,2872,1,ويوم يحشرهم وما يعبدون من دون الله فيقول أأنتم أضللتم عبادي هٰؤلاء أم هم ضلوا السبيل,وَيَوْمَ يَحْشُرُهُمْ وَمَا يَعْبُدُونَ مِن دُونِ اللَّهِ فَيَقُولُ أَأَنتُمْ أَضْلَلْتُمْ عِبَادِي هَٰؤُلَاءِ أَمْ هُمْ ضَلُّوا السَّبِيلَ,
5730,2873,1,قالوا سبحانك ما كان ينبغي لنا أن نتخذ من دونك من أولياء ولٰكن متعتهم وآباءهم حتىٰ نسوا الذكر وكانوا قوما بورا,قَالُوا سُبْحَانَكَ مَا كَانَ يَنبَغِي لَنَا أَن نَّتَّخِذَ مِن دُونِكَ مِنْ أَوْلِيَاءَ وَلَٰكِن مَّتَّعْتَهُمْ وَآبَاءَهُمْ حَتَّىٰ نَسُوا الذِّكْرَ وَكَانُوا قَوْمًا بُورًا,
5731,2874,1,فقد كذبوكم بما تقولون فما تستطيعون صرفا ولا نصرا,فَقَدْ كَذَّبُوكُم بِمَا تَقُولُونَ فَمَا تَسْتَطِيعُونَ صَرْفًا وَلَا نَصْرًا,
5732,2874,2,ومن يظلم منكم نذقه عذابا كبيرا,وَمَن يَظْلِم مِّنكُمْ نُذِقْهُ عَذَابًا كَبِيرًا,
5733,2875,1,وما أرسلنا قبلك من المرسلين إلا إنهم ليأكلون الطعام ويمشون في الأسواق,وَمَا أَرْسَلْنَا قَبْلَكَ مِنَ الْمُرْسَلِينَ إِلَّا إِنَّهُمْ لَيَأْكُلُونَ الطَّعَامَ وَيَمْشُونَ فِي الْأَسْوَاقِ,1
5734,2875,2,وجعلنا بعضكم لبعض فتنة أتصبرون,وَجَعَلْنَا بَعْضَكُمْ لِبَعْضٍ فِتْنَةً أَتَصْبِرُونَ,1
5735,2875,3,وكان ربك بصيرا,وَكَانَ رَبُّكَ بَصِيرًا,
5736,2876,1,وقال الذين لا يرجون لقاءنا لولا أنزل علينا الملائكة أو نرىٰ ربنا,وَقَالَ الَّذِينَ لَا يَرْجُونَ لِقَاءَنَا لَوْلَا أُنزِلَ عَلَيْنَا الْمَلَائِكَةُ أَوْ نَرَىٰ رَبَّنَا,
5737,2876,2,لقد استكبروا في أنفسهم وعتوا عتوا كبيرا,لَقَدِ اسْتَكْبَرُوا فِي أَنفُسِهِمْ وَعَتَوْا عُتُوًّا كَبِيرًا,
5738,2877,1,يوم يرون الملائكة لا بشرىٰ يومئذ للمجرمين ويقولون حجرا محجورا,يَوْمَ يَرَوْنَ الْمَلَائِكَةَ لَا بُشْرَىٰ يَوْمَئِذٍ لِّلْمُجْرِمِينَ وَيَقُولُونَ حِجْرًا مَّحْجُورًا,
5739,2878,1,وقدمنا إلىٰ ما عملوا من عمل فجعلناه هباء منثورا,وَقَدِمْنَا إِلَىٰ مَا عَمِلُوا مِنْ عَمَلٍ فَجَعَلْنَاهُ هَبَاءً مَّنثُورًا,
5740,2879,1,أصحاب الجنة يومئذ خير مستقرا وأحسن مقيلا,أَصْحَابُ الْجَنَّةِ يَوْمَئِذٍ خَيْرٌ مُّسْتَقَرًّا وَأَحْسَنُ مَقِيلًا,
5741,2880,1,ويوم تشقق السماء بالغمام ونزل الملائكة تنزيلا,وَيَوْمَ تَشَقَّقُ السَّمَاءُ بِالْغَمَامِ وَنُزِّلَ الْمَلَائِكَةُ تَنزِيلًا,
5742,2881,1,الملك يومئذ الحق للرحمٰن,الْمُلْكُ يَوْمَئِذٍ الْحَقُّ لِلرَّحْمَٰنِ,
5743,2881,2,وكان يوما على الكافرين عسيرا,وَكَانَ يَوْمًا عَلَى الْكَافِرِينَ عَسِيرًا,
5744,2882,1,ويوم يعض الظالم علىٰ يديه يقول يا ليتني اتخذت مع الرسول سبيلا,وَيَوْمَ يَعَضُّ الظَّالِمُ عَلَىٰ يَدَيْهِ يَقُولُ يَا لَيْتَنِي اتَّخَذْتُ مَعَ الرَّسُولِ سَبِيلًا,
5745,2883,1,يا ويلتىٰ ليتني لم أتخذ فلانا خليلا,يَا وَيْلَتَىٰ لَيْتَنِي لَمْ أَتَّخِذْ فُلَانًا خَلِيلًا,
5746,2884,1,لقد أضلني عن الذكر بعد إذ جاءني,لَّقَدْ أَضَلَّنِي عَنِ الذِّكْرِ بَعْدَ إِذْ جَاءَنِي,1
5747,2884,2,وكان الشيطان للإنسان خذولا,وَكَانَ الشَّيْطَانُ لِلْإِنسَانِ خَذُولًا,
5748,2885,1,وقال الرسول يا رب إن قومي اتخذوا هٰذا القرآن مهجورا,وَقَالَ الرَّسُولُ يَا رَبِّ إِنَّ قَوْمِي اتَّخَذُوا هَٰذَا الْقُرْآنَ مَهْجُورًا,
5749,2886,1,وكذٰلك جعلنا لكل نبي عدوا من المجرمين,وَكَذَٰلِكَ جَعَلْنَا لِكُلِّ نَبِيٍّ عَدُوًّا مِّنَ الْمُجْرِمِينَ,
5750,2886,2,وكفىٰ بربك هاديا ونصيرا,وَكَفَىٰ بِرَبِّكَ هَادِيًا وَنَصِيرًا,
5751,2887,1,وقال الذين كفروا لولا نزل عليه القرآن جملة واحدة,وَقَالَ الَّذِينَ كَفَرُوا لَوْلَا نُزِّلَ عَلَيْهِ الْقُرْآنُ جُمْلَةً وَاحِدَةً,
5752,2887,2,كذٰلك لنثبت به فؤادك,كَذَٰلِكَ لِنُثَبِّتَ بِهِ فُؤَادَكَ,1
5753,2887,3,ورتلناه ترتيلا,وَرَتَّلْنَاهُ تَرْتِيلًا,
5754,2888,1,ولا يأتونك بمثل إلا جئناك بالحق وأحسن تفسيرا,وَلَا يَأْتُونَكَ بِمَثَلٍ إِلَّا جِئْنَاكَ بِالْحَقِّ وَأَحْسَنَ تَفْسِيرًا,
5755,2889,1,الذين يحشرون علىٰ وجوههم إلىٰ جهنم أولٰئك شر مكانا وأضل سبيلا,الَّذِينَ يُحْشَرُونَ عَلَىٰ وُجُوهِهِمْ إِلَىٰ جَهَنَّمَ أُولَٰئِكَ شَرٌّ مَّكَانًا وَأَضَلُّ سَبِيلًا,
5756,2890,1,ولقد آتينا موسى الكتاب وجعلنا معه أخاه هارون وزيرا,وَلَقَدْ آتَيْنَا مُوسَى الْكِتَابَ وَجَعَلْنَا مَعَهُ أَخَاهُ هَارُونَ وَزِيرًا,
5757,2891,1,فقلنا اذهبا إلى القوم الذين كذبوا بآياتنا فدمرناهم تدميرا,فَقُلْنَا اذْهَبَا إِلَى الْقَوْمِ الَّذِينَ كَذَّبُوا بِآيَاتِنَا فَدَمَّرْنَاهُمْ تَدْمِيرًا,
5758,2892,1,وقوم نوح لما كذبوا الرسل أغرقناهم وجعلناهم للناس آية,وَقَوْمَ نُوحٍ لَّمَّا كَذَّبُوا الرُّسُلَ أَغْرَقْنَاهُمْ وَجَعَلْنَاهُمْ لِلنَّاسِ آيَةً,
5759,2892,2,وأعتدنا للظالمين عذابا أليما,وَأَعْتَدْنَا لِلظَّالِمِينَ عَذَابًا أَلِيمًا,1
5760,2893,1,وعادا وثمود وأصحاب الرس وقرونا بين ذٰلك كثيرا,وَعَادًا وَثَمُودَ وَأَصْحَابَ الرَّسِّ وَقُرُونًا بَيْنَ ذَٰلِكَ كَثِيرًا,
5761,2894,1,وكلا ضربنا له الأمثال,وَكُلًّا ضَرَبْنَا لَهُ الْأَمْثَالَ,1
5762,2894,2,وكلا تبرنا تتبيرا,وَكُلًّا تَبَّرْنَا تَتْبِيرًا,
5763,2895,1,ولقد أتوا على القرية التي أمطرت مطر السوء,وَلَقَدْ أَتَوْا عَلَى الْقَرْيَةِ الَّتِي أُمْطِرَتْ مَطَرَ السَّوْءِ,1
5764,2895,2,أفلم يكونوا يرونها,أَفَلَمْ يَكُونُوا يَرَوْنَهَا,
5765,2895,3,بل كانوا لا يرجون نشورا,بَلْ كَانُوا لَا يَرْجُونَ نُشُورًا,
5766,2896,1,وإذا رأوك إن يتخذونك إلا هزوا أهٰذا الذي بعث الله رسولا,وَإِذَا رَأَوْكَ إِن يَتَّخِذُونَكَ إِلَّا هُزُوًا أَهَٰذَا الَّذِي بَعَثَ اللَّهُ رَسُولًا,
5767,2897,1,إن كاد ليضلنا عن آلهتنا لولا أن صبرنا عليها,إِن كَادَ لَيُضِلُّنَا عَنْ آلِهَتِنَا لَوْلَا أَن صَبَرْنَا عَلَيْهَا,
5768,2897,2,وسوف يعلمون حين يرون العذاب من أضل سبيلا,وَسَوْفَ يَعْلَمُونَ حِينَ يَرَوْنَ الْعَذَابَ مَنْ أَضَلُّ سَبِيلًا,
5769,2898,1,أرأيت من اتخذ إلٰهه هواه أفأنت تكون عليه وكيلا,أَرَأَيْتَ مَنِ اتَّخَذَ إِلَٰهَهُ هَوَاهُ أَفَأَنتَ تَكُونُ عَلَيْهِ وَكِيلًا,
5770,2899,1,أم تحسب أن أكثرهم يسمعون أو يعقلون,أَمْ تَحْسَبُ أَنَّ أَكْثَرَهُمْ يَسْمَعُونَ أَوْ يَعْقِلُونَ,
5771,2899,2,إن هم إلا كالأنعام,إِنْ هُمْ إِلَّا كَالْأَنْعَامِ,1
5772,2899,3,بل هم أضل سبيلا,بَلْ هُمْ أَضَلُّ سَبِيلًا,
5773,2900,1,ألم تر إلىٰ ربك كيف مد الظل ولو شاء لجعله ساكنا ثم جعلنا الشمس عليه دليلا,أَلَمْ تَرَ إِلَىٰ رَبِّكَ كَيْفَ مَدَّ الظِّلَّ وَلَوْ شَاءَ لَجَعَلَهُ سَاكِنًا ثُمَّ جَعَلْنَا الشَّمْسَ عَلَيْهِ دَلِيلًا,
5774,2901,1,ثم قبضناه إلينا قبضا يسيرا,ثُمَّ قَبَضْنَاهُ إِلَيْنَا قَبْضًا يَسِيرًا,
5775,2902,1,وهو الذي جعل لكم الليل لباسا والنوم سباتا وجعل النهار نشورا,وَهُوَ الَّذِي جَعَلَ لَكُمُ اللَّيْلَ لِبَاسًا وَالنَّوْمَ سُبَاتًا وَجَعَلَ النَّهَارَ نُشُورًا,
5776,2903,1,وهو الذي أرسل الرياح بشرا بين يدي رحمته,وَهُوَ الَّذِي أَرْسَلَ الرِّيَاحَ بُشْرًا بَيْنَ يَدَيْ رَحْمَتِهِ,
5777,2903,2,وأنزلنا من السماء ماء طهورا,وَأَنزَلْنَا مِنَ السَّمَاءِ مَاءً طَهُورًا,
5778,2904,1,لنحيي به بلدة ميتا ونسقيه مما خلقنا أنعاما وأناسي كثيرا,لِّنُحْيِيَ بِهِ بَلْدَةً مَّيْتًا وَنُسْقِيَهُ مِمَّا خَلَقْنَا أَنْعَامًا وَأَنَاسِيَّ كَثِيرًا,
5779,2905,1,ولقد صرفناه بينهم ليذكروا فأبىٰ أكثر الناس إلا كفورا,وَلَقَدْ صَرَّفْنَاهُ بَيْنَهُمْ لِيَذَّكَّرُوا فَأَبَىٰ أَكْثَرُ النَّاسِ إِلَّا كُفُورًا,
5780,2906,1,ولو شئنا لبعثنا في كل قرية نذيرا,وَلَوْ شِئْنَا لَبَعَثْنَا فِي كُلِّ قَرْيَةٍ نَّذِيرًا,
5781,2907,1,فلا تطع الكافرين وجاهدهم به جهادا كبيرا,فَلَا تُطِعِ الْكَافِرِينَ وَجَاهِدْهُم بِهِ جِهَادًا كَبِيرًا,
5782,2908,1,وهو الذي مرج البحرين هٰذا عذب فرات وهٰذا ملح أجاج وجعل بينهما برزخا وحجرا محجورا,وَهُوَ الَّذِي مَرَجَ الْبَحْرَيْنِ هَٰذَا عَذْبٌ فُرَاتٌ وَهَٰذَا مِلْحٌ أُجَاجٌ وَجَعَلَ بَيْنَهُمَا بَرْزَخًا وَحِجْرًا مَّحْجُورًا,
5783,2909,1,وهو الذي خلق من الماء بشرا فجعله نسبا وصهرا,وَهُوَ الَّذِي خَلَقَ مِنَ الْمَاءِ بَشَرًا فَجَعَلَهُ نَسَبًا وَصِهْرًا,
5784,2909,2,وكان ربك قديرا,وَكَانَ رَبُّكَ قَدِيرًا,
5785,2910,1,ويعبدون من دون الله ما لا ينفعهم ولا يضرهم,وَيَعْبُدُونَ مِن دُونِ اللَّهِ مَا لَا يَنفَعُهُمْ وَلَا يَضُرُّهُمْ,
5786,2910,2,وكان الكافر علىٰ ربه ظهيرا,وَكَانَ الْكَافِرُ عَلَىٰ رَبِّهِ ظَهِيرًا,
5787,2911,1,وما أرسلناك إلا مبشرا ونذيرا,وَمَا أَرْسَلْنَاكَ إِلَّا مُبَشِّرًا وَنَذِيرًا,
5788,2912,1,قل ما أسألكم عليه من أجر إلا من شاء أن يتخذ إلىٰ ربه سبيلا,قُلْ مَا أَسْأَلُكُمْ عَلَيْهِ مِنْ أَجْرٍ إِلَّا مَن شَاءَ أَن يَتَّخِذَ إِلَىٰ رَبِّهِ سَبِيلًا,
5789,2913,1,وتوكل على الحي الذي لا يموت وسبح بحمده,وَتَوَكَّلْ عَلَى الْحَيِّ الَّذِي لَا يَمُوتُ وَسَبِّحْ بِحَمْدِهِ,
5790,2913,2,وكفىٰ به بذنوب عباده خبيرا,وَكَفَىٰ بِهِ بِذُنُوبِ عِبَادِهِ خَبِيرًا,
5791,2914,1,الذي خلق السماوات والأرض وما بينهما في ستة أيام ثم استوىٰ على العرش,الَّذِي خَلَقَ السَّمَاوَاتِ وَالْأَرْضَ وَمَا بَيْنَهُمَا فِي سِتَّةِ أَيَّامٍ ثُمَّ اسْتَوَىٰ عَلَى الْعَرْشِ,
5792,2914,2,الرحمٰن فاسأل به خبيرا,الرَّحْمَٰنُ فَاسْأَلْ بِهِ خَبِيرًا,
5793,2915,1,وإذا قيل لهم اسجدوا للرحمٰن قالوا وما الرحمٰن أنسجد لما تأمرنا وزادهم نفورا,وَإِذَا قِيلَ لَهُمُ اسْجُدُوا لِلرَّحْمَٰنِ قَالُوا وَمَا الرَّحْمَٰنُ أَنَسْجُدُ لِمَا تَأْمُرُنَا وَزَادَهُمْ نُفُورًا,
5794,2916,1,تبارك الذي جعل في السماء بروجا وجعل فيها سراجا وقمرا منيرا,تَبَارَكَ الَّذِي جَعَلَ فِي السَّمَاءِ بُرُوجًا وَجَعَلَ فِيهَا سِرَاجًا وَقَمَرًا مُّنِيرًا,
5795,2917,1,وهو الذي جعل الليل والنهار خلفة لمن أراد أن يذكر أو أراد شكورا,وَهُوَ الَّذِي جَعَلَ اللَّيْلَ وَالنَّهَارَ خِلْفَةً لِّمَنْ أَرَادَ أَن يَذَّكَّرَ أَوْ أَرَادَ شُكُورًا,
